control_number_001,080_udc_number,udc_label_en
NBA01-003507859,77,Photography and similar processes
NBA01-003507880,793.3,Indoor games and sport
NBA01-003507884,77,Photography and similar processes
NBA01-003507893,7,Applied sciences
NBA01-003507959,338.48,
NBA01-003507966,75,Painting. Drawing
NBA01-003508006,792,Theatre. Stagecraft. Performing arts
NBA01-003508064,791,Cinema. Films
NBA01-003508129,77,Photography and similar processes
NBA01-003508152,75,Painting. Drawing
NBA01-003508154,791,Cinema. Films
NBA01-003508175,821.174.09,Latvian literature: history and criticism
NBA01-003508177,791,Cinema. Films
NBA01-003508179,791,Cinema. Films
NBA01-003508184,791,Cinema. Films
NBA01-003508195,654,
NBA01-003508216,069,Museums
NBA01-003508251,793.3,Indoor games and sport
NBA01-003508254,7,Applied sciences
NBA01-003508261,793.3,Indoor games and sport
NBA01-003508280,792,Theatre. Stagecraft. Performing arts
NBA01-003508283,7,Applied sciences
NBA01-003508316,77,Photography and similar processes
NBA01-003508335,639,
NBA01-003508365,792,Theatre. Stagecraft. Performing arts
NBA01-003508379,791,Cinema. Films
NBA01-003508383,791,Cinema. Films
NBA01-003508384,792,Theatre. Stagecraft. Performing arts
NBA01-003508389,77,Photography and similar processes
NBA01-003508403,77,Photography and similar processes
NBA01-003508409,791,Cinema. Films
NBA01-003508545,7,Applied sciences
NBA01-003508562,75,Painting. Drawing
NBA01-003508577,791,Cinema. Films
NBA01-003508669,75,Painting. Drawing
NBA01-003508738,76,
NBA01-003508772,793.3,Indoor games and sport
NBA01-003508789,792,Theatre. Stagecraft. Performing arts
NBA01-003508794,792,Theatre. Stagecraft. Performing arts
NBA01-003508795,792,Theatre. Stagecraft. Performing arts
NBA01-003508800,77,Photography and similar processes
NBA01-003508802,792,Theatre. Stagecraft. Performing arts
NBA01-003508814,792,Theatre. Stagecraft. Performing arts
NBA01-003508822,792,Theatre. Stagecraft. Performing arts
NBA01-003508828,792,Theatre. Stagecraft. Performing arts
NBA01-003508832,82.09,Literary studies. History and criticism of literature
NBA01-003508835,639,
NBA01-003508838,792,Theatre. Stagecraft. Performing arts
NBA01-003508856,792,Theatre. Stagecraft. Performing arts
NBA01-003508863,792,Theatre. Stagecraft. Performing arts
NBA01-003508871,792,Theatre. Stagecraft. Performing arts
NBA01-003508880,792,Theatre. Stagecraft. Performing arts
NBA01-003508884,792,Theatre. Stagecraft. Performing arts
NBA01-003508890,64,
NBA01-003508891,793.3,Indoor games and sport
NBA01-003508966,338.48,
NBA01-003508979,2,Religion. Theology
NBA01-003509011,792,Theatre. Stagecraft. Performing arts
NBA01-003509051,793.3,Indoor games and sport
NBA01-003509059,75,Painting. Drawing
NBA01-003509113,793.3,Indoor games and sport
NBA01-003509159,792,Theatre. Stagecraft. Performing arts
NBA01-003509289,72,
NBA01-003509297,791,Cinema. Films
NBA01-003509300,791,Cinema. Films
NBA01-003509302,71,
NBA01-003509376,82.09,Literary studies. History and criticism of literature
NBA01-003509435,791,Cinema. Films
NBA01-003509436,793.3,Indoor games and sport
NBA01-003509440,73,Plastic arts
NBA01-003509451,793.3,Indoor games and sport
NBA01-003509524,75,Painting. Drawing
NBA01-003509549,791,Cinema. Films
NBA01-003509604,791,Cinema. Films
NBA01-003509608,792,Theatre. Stagecraft. Performing arts
NBA01-003509614,78,Music
NBA01-003509635,796,
NBA01-003509662,77,Photography and similar processes
NBA01-003509699,821.174.09,Latvian literature: history and criticism
NBA01-003509711,338.48,
NBA01-003509747,75,Painting. Drawing
NBA01-003509749,75,Painting. Drawing
NBA01-003509754,7,Applied sciences
NBA01-003509756,68,
NBA01-003509780,338.48,
NBA01-003509792,338.48,
NBA01-003509807,94(474.3),Latvia (geographic area)
NBA01-003509816,75,Painting. Drawing
NBA01-003509847,745/749,Decorative arts. Applied arts
NBA01-003509849,75,Painting. Drawing
NBA01-003509850,373,
NBA01-003509854,73,Plastic arts
NBA01-003509874,73,Plastic arts
NBA01-003509943,82.09,Literary studies. History and criticism of literature
NBA01-003509989,338.48,
NBA01-003510033,908,
NBA01-003510104,821.174.09,Latvian literature: history and criticism
NBA01-003510133,791,Cinema. Films
NBA01-003510143,793.3,Indoor games and sport
NBA01-003510245,78,Music
NBA01-003510253,792,Theatre. Stagecraft. Performing arts
NBA01-003510288,77,Photography and similar processes
NBA01-003510355,77,Photography and similar processes
NBA01-003510373,75,Painting. Drawing
NBA01-003510377,791,Cinema. Films
NBA01-003510458,374,
NBA01-003510463,75,Painting. Drawing
NBA01-003510485,793.3,Indoor games and sport
NBA01-003510496,745/749,Decorative arts. Applied arts
NBA01-003510500,793.3,Indoor games and sport
NBA01-003510512,791,Cinema. Films
NBA01-003510517,791,Cinema. Films
NBA01-003510519,793.3,Indoor games and sport
NBA01-003510578,745/749,Decorative arts. Applied arts
NBA01-003510598,338.48,
NBA01-003510602,792,Theatre. Stagecraft. Performing arts
NBA01-003510608,792,Theatre. Stagecraft. Performing arts
NBA01-003510613,77,Photography and similar processes
NBA01-003510624,78,Music
NBA01-003510632,664,
NBA01-003510634,82.09,Literary studies. History and criticism of literature
NBA01-003510642,792,Theatre. Stagecraft. Performing arts
NBA01-003510648,7,Applied sciences
NBA01-003510654,791,Cinema. Films
NBA01-003510670,791,Cinema. Films
NBA01-003510677,791,Cinema. Films
NBA01-003510690,77,Photography and similar processes
NBA01-003510699,338.48,
NBA01-003510776,75,Painting. Drawing
NBA01-003510781,75,Painting. Drawing
NBA01-003510848,52,
NBA01-003511020,82.09,Literary studies. History and criticism of literature
NBA01-003511041,792,Theatre. Stagecraft. Performing arts
NBA01-003511065,793.3,Indoor games and sport
NBA01-003511199,75,Painting. Drawing
NBA01-003511222,338.48,
NBA01-003511231,793.3,Indoor games and sport
NBA01-003511249,745/749,Decorative arts. Applied arts
NBA01-003511305,7,Applied sciences
NBA01-003511310,77,Photography and similar processes
NBA01-003511348,75,Painting. Drawing
NBA01-003511386,7,Applied sciences
NBA01-003511392,7,Applied sciences
NBA01-003511399,791,Cinema. Films
NBA01-003511427,77,Photography and similar processes
NBA01-003511472,68,
NBA01-003511511,77,Photography and similar processes
NBA01-003511548,793.3,Indoor games and sport
NBA01-003511552,379.8,
NBA01-003511570,741/744,
NBA01-003511724,908,
NBA01-003511731,792,Theatre. Stagecraft. Performing arts
NBA01-003511736,75,Painting. Drawing
NBA01-003511786,791,Cinema. Films
NBA01-003511813,791,Cinema. Films
NBA01-003511890,75,Painting. Drawing
NBA01-003511899,821.174.09,Latvian literature: history and criticism
NBA01-003512090,75,Painting. Drawing
NBA01-003512093,17,
NBA01-003512123,629,
NBA01-003512132,34,
NBA01-003512160,78,Music
NBA01-003512305,664,
NBA01-003512372,7,Applied sciences
NBA01-003512379,78,Music
NBA01-003512390,78,Music
NBA01-003512419,792,Theatre. Stagecraft. Performing arts
NBA01-003512421,66,
NBA01-003512423,792,Theatre. Stagecraft. Performing arts
NBA01-003512443,82.09,Literary studies. History and criticism of literature
NBA01-003512465,791,Cinema. Films
NBA01-003512516,791,Cinema. Films
NBA01-003512533,792,Theatre. Stagecraft. Performing arts
NBA01-003512540,77,Photography and similar processes
NBA01-003512546,338.48,
NBA01-003512561,791,Cinema. Films
NBA01-003512563,792,Theatre. Stagecraft. Performing arts
NBA01-003512566,791,Cinema. Films
NBA01-003512585,791,Cinema. Films
NBA01-003512594,77,Photography and similar processes
NBA01-003512605,78,Music
NBA01-003512611,791,Cinema. Films
NBA01-003512648,78,Music
NBA01-003512652,791,Cinema. Films
NBA01-003512657,793.3,Indoor games and sport
NBA01-003512684,654,
NBA01-003512737,77,Photography and similar processes
NBA01-003512833,7,Applied sciences
NBA01-003512843,76,
NBA01-003512876,75,Painting. Drawing
NBA01-003512919,793.3,Indoor games and sport
NBA01-003512942,792,Theatre. Stagecraft. Performing arts
NBA01-003512951,793.3,Indoor games and sport
NBA01-003512954,821.174.09,Latvian literature: history and criticism
NBA01-003512970,658,
NBA01-003513034,75,Painting. Drawing
NBA01-003513040,77,Photography and similar processes
NBA01-003513046,7,Applied sciences
NBA01-003513126,338.48,
NBA01-003513187,338.48,
NBA01-003513188,629,
NBA01-003513219,069,Museums
NBA01-003513252,77,Photography and similar processes
NBA01-003513280,75,Painting. Drawing
NBA01-003513309,631,
NBA01-003513314,745/749,Decorative arts. Applied arts
NBA01-003513336,7,Applied sciences
NBA01-003513360,7,Applied sciences
NBA01-003513365,77,Photography and similar processes
NBA01-003513431,82.09,Literary studies. History and criticism of literature
NBA01-003513438,77,Photography and similar processes
NBA01-003513470,7,Applied sciences
NBA01-003513483,37.09,
NBA01-003513491,75,Painting. Drawing
NBA01-003513509,745/749,Decorative arts. Applied arts
NBA01-003513523,791,Cinema. Films
NBA01-003513550,791,Cinema. Films
NBA01-003513552,791,Cinema. Films
NBA01-003513588,7,Applied sciences
NBA01-003513592,53,
NBA01-003513593,821.174.09,Latvian literature: history and criticism
NBA01-003513599,7,Applied sciences
NBA01-003513608,32,
NBA01-003513623,791,Cinema. Films
NBA01-003513632,792,Theatre. Stagecraft. Performing arts
NBA01-003513633,791,Cinema. Films
NBA01-003513654,745/749,Decorative arts. Applied arts
NBA01-003513664,792,Theatre. Stagecraft. Performing arts
NBA01-003513667,7,Applied sciences
NBA01-003513677,78,Music
NBA01-003513695,78,Music
NBA01-003513700,792,Theatre. Stagecraft. Performing arts
NBA01-003513704,78,Music
NBA01-003513712,792,Theatre. Stagecraft. Performing arts
NBA01-003513716,792,Theatre. Stagecraft. Performing arts
NBA01-003513719,741/744,
NBA01-003513722,82.09,Literary studies. History and criticism of literature
NBA01-003513751,73,Plastic arts
NBA01-003513758,792,Theatre. Stagecraft. Performing arts
NBA01-003513895,75,Painting. Drawing
NBA01-003513900,7,Applied sciences
NBA01-003513909,17,
NBA01-003513912,629,
NBA01-003513915,629,
NBA01-003513996,792,Theatre. Stagecraft. Performing arts
NBA01-003514005,791,Cinema. Films
NBA01-003514021,793.3,Indoor games and sport
NBA01-003514037,655,
NBA01-003514057,7,Applied sciences
NBA01-003514063,930.85,
NBA01-003514081,792,Theatre. Stagecraft. Performing arts
NBA01-003514093,78,Music
NBA01-003514125,82.09,Literary studies. History and criticism of literature
NBA01-003514160,7,Applied sciences
NBA01-003514174,75,Painting. Drawing
NBA01-003514194,791,Cinema. Films
NBA01-003514380,7,Applied sciences
NBA01-003514386,791,Cinema. Films
NBA01-003514396,75,Painting. Drawing
NBA01-003514403,745/749,Decorative arts. Applied arts
NBA01-003514424,75,Painting. Drawing
NBA01-003514431,792,Theatre. Stagecraft. Performing arts
NBA01-003514466,61,
NBA01-003514469,75,Painting. Drawing
NBA01-003514487,791,Cinema. Films
NBA01-003514489,792,Theatre. Stagecraft. Performing arts
NBA01-003514501,791,Cinema. Films
NBA01-003514509,2,Religion. Theology
NBA01-003514510,791,Cinema. Films
NBA01-003514517,336,
NBA01-003514518,791,Cinema. Films
NBA01-003514522,75,Painting. Drawing
NBA01-003514524,745/749,Decorative arts. Applied arts
NBA01-003514554,629,
NBA01-003514584,73,Plastic arts
NBA01-003514585,77,Photography and similar processes
NBA01-003514669,791,Cinema. Films
NBA01-003514680,793.3,Indoor games and sport
NBA01-003514723,338.48,
NBA01-003514845,75,Painting. Drawing
NBA01-003514884,67,
NBA01-003514890,7,Applied sciences
NBA01-003514897,793.3,Indoor games and sport
NBA01-003514904,745/749,Decorative arts. Applied arts
NBA01-003514974,639,
NBA01-003515000,631,
NBA01-003515002,631,
NBA01-003515014,791,Cinema. Films
NBA01-003515016,791,Cinema. Films
NBA01-003515033,008,General serial publications
NBA01-003515035,91,
NBA01-003515037,338.48,
NBA01-003515065,7,Applied sciences
NBA01-003515101,77,Photography and similar processes
NBA01-003515103,793.3,Indoor games and sport
NBA01-003515198,02,
NBA01-003515202,75,Painting. Drawing
NBA01-003515269,77,Photography and similar processes
NBA01-003515333,75,Painting. Drawing
NBA01-003515344,68,
NBA01-003515352,75,Painting. Drawing
NBA01-003515354,34,
NBA01-003515416,664,
NBA01-003515525,75,Painting. Drawing
NBA01-003515526,631,
NBA01-003515527,7,Applied sciences
NBA01-003515528,75,Painting. Drawing
NBA01-003515531,793.3,Indoor games and sport
NBA01-003515561,77,Photography and similar processes
NBA01-003515568,7,Applied sciences
NBA01-003515616,77,Photography and similar processes
NBA01-003515629,629,
NBA01-003515631,792,Theatre. Stagecraft. Performing arts
NBA01-003515636,75,Painting. Drawing
NBA01-003515643,75,Painting. Drawing
NBA01-003515655,72,
NBA01-003515749,821.174.09,Latvian literature: history and criticism
NBA01-003515763,745/749,Decorative arts. Applied arts
NBA01-003515806,791,Cinema. Films
NBA01-003515808,7,Applied sciences
NBA01-003515850,792,Theatre. Stagecraft. Performing arts
NBA01-003515865,75,Painting. Drawing
NBA01-003515930,792,Theatre. Stagecraft. Performing arts
NBA01-003515958,7,Applied sciences
NBA01-003515966,745/749,Decorative arts. Applied arts
NBA01-003515967,75,Painting. Drawing
NBA01-003515975,75,Painting. Drawing
NBA01-003515980,7,Applied sciences
NBA01-003515998,821.174.09,Latvian literature: history and criticism
NBA01-003516011,82.09,Literary studies. History and criticism of literature
NBA01-003516022,792,Theatre. Stagecraft. Performing arts
NBA01-003516030,002,
NBA01-003516034,791,Cinema. Films
NBA01-003516040,338.48,
NBA01-003516044,791,Cinema. Films
NBA01-003516064,791,Cinema. Films
NBA01-003516083,791,Cinema. Films
NBA01-003516118,68,
NBA01-003516128,821.174.09,Latvian literature: history and criticism
NBA01-003516154,791,Cinema. Films
NBA01-003516171,75,Painting. Drawing
NBA01-003516180,791,Cinema. Films
NBA01-003516186,791,Cinema. Films
NBA01-003516188,791,Cinema. Films
NBA01-003516193,7,Applied sciences
NBA01-003516200,75,Painting. Drawing
NBA01-003516218,791,Cinema. Films
NBA01-003516225,821.174-4,
NBA01-003516247,75,Painting. Drawing
NBA01-003516288,75,Painting. Drawing
NBA01-003516290,791,Cinema. Films
NBA01-003516294,791,Cinema. Films
NBA01-003516295,791,Cinema. Films
NBA01-003516306,793.3,Indoor games and sport
NBA01-003516343,75,Painting. Drawing
NBA01-003516379,656,
NBA01-003516390,75,Painting. Drawing
NBA01-003516398,791,Cinema. Films
NBA01-003516424,75,Painting. Drawing
NBA01-003516430,91,
NBA01-003516436,71,
NBA01-003516457,75,Painting. Drawing
NBA01-003516462,377,
NBA01-003516502,793.3,Indoor games and sport
NBA01-003516546,793.3,Indoor games and sport
NBA01-003516562,78,Music
NBA01-003516564,792,Theatre. Stagecraft. Performing arts
NBA01-003516579,75,Painting. Drawing
NBA01-003516581,745/749,Decorative arts. Applied arts
NBA01-003516626,75,Painting. Drawing
NBA01-003516641,793.3,Indoor games and sport
NBA01-003516702,77,Photography and similar processes
NBA01-003516708,792,Theatre. Stagecraft. Performing arts
NBA01-003516834,792,Theatre. Stagecraft. Performing arts
NBA01-003516877,821.174.09,Latvian literature: history and criticism
NBA01-003516885,821.174.09,Latvian literature: history and criticism
NBA01-003516909,821.174.09,Latvian literature: history and criticism
NBA01-003516913,821.174.09,Latvian literature: history and criticism
NBA01-003516915,821.174.09,Latvian literature: history and criticism
NBA01-003516923,821.174.09,Latvian literature: history and criticism
NBA01-003516925,821.174.09,Latvian literature: history and criticism
NBA01-003516929,82.09,Literary studies. History and criticism of literature
NBA01-003516933,82.09,Literary studies. History and criticism of literature
NBA01-003516938,82.09,Literary studies. History and criticism of literature
NBA01-003516947,82.09,Literary studies. History and criticism of literature
NBA01-003516952,82.09,Literary studies. History and criticism of literature
NBA01-003517008,77,Photography and similar processes
NBA01-003517022,792,Theatre. Stagecraft. Performing arts
NBA01-003517032,338.48,
NBA01-003517034,791,Cinema. Films
NBA01-003517163,2,Religion. Theology
NBA01-003517184,791,Cinema. Films
NBA01-003517193,811.174,
NBA01-003517212,68,
NBA01-003517236,793.3,Indoor games and sport
NBA01-003517259,793.3,Indoor games and sport
NBA01-003517270,793.3,Indoor games and sport
NBA01-003517278,821.174.09,Latvian literature: history and criticism
NBA01-003517288,75,Painting. Drawing
NBA01-003517293,68,
NBA01-003517325,792,Theatre. Stagecraft. Performing arts
NBA01-003517328,75,Painting. Drawing
NBA01-003517341,745/749,Decorative arts. Applied arts
NBA01-003517347,741/744,
NBA01-003517383,745/749,Decorative arts. Applied arts
NBA01-003517399,379.8,
NBA01-003517401,77,Photography and similar processes
NBA01-003517446,792,Theatre. Stagecraft. Performing arts
NBA01-003517480,791,Cinema. Films
NBA01-003517533,75,Painting. Drawing
NBA01-003517536,791,Cinema. Films
NBA01-003517584,338.48,
NBA01-003517609,394,Customs. Etiquette. Ceremonies
NBA01-003517624,75,Painting. Drawing
NBA01-003517627,631,
NBA01-003517656,745/749,Decorative arts. Applied arts
NBA01-003517785,75,Painting. Drawing
NBA01-003517820,821.174.09,Latvian literature: history and criticism
NBA01-003517864,791,Cinema. Films
NBA01-003517865,792,Theatre. Stagecraft. Performing arts
NBA01-003517871,821.174.09,Latvian literature: history and criticism
